Test Case ID,Input Name,Input Type,Suggestion Rank,Suggestion ID,Suggestion Name,Similarity Score
15,Send email to customer,bpmn:Task,5,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.28868454694747925
16,Make API request,bpmn:Task,1,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.35272571444511414
16,Make API request,bpmn:Task,2,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.33339881896972656
16,Make API request,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.20231369137763977
16,Make API request,bpmn:Task,4,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.19736409187316895
16,Make API request,bpmn:Task,5,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.18797454237937927
17,Email,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.131600022315979
17,Email,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.10601530224084854
17,Email,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.0720609799027443
17,Email,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.066574327647686
17,Email,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,0.054626479744911194
18,Receive Email,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.27735239267349243
18,Receive Email,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.24493062496185303
18,Receive Email,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.21568167209625244
18,Receive Email,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,0.2019825577735901
18,Receive Email,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.17886939644813538
19,Approval,bpmn:Task,1,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,0.15559819340705872
19,Approval,bpmn:Task,2,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.1408926248550415
19,Approval,bpmn:Task,3,io.camunda.connectors.AWSSQS.v1,Amazon SQS Outbound Connector,0.12860006093978882
19,Approval,bpmn:Task,4,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.1273326873779297
19,Approval,bpmn:Task,5,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.10072413086891174
20,Approval,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.08225128054618835
20,Approval,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.0491335466504097
20,Approval,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,0.04651956260204315
20,Approval,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.04543515667319298
20,Approval,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.008823643438518047
21,Send Email Notification,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.4425700902938843
21,Send Email Notification,bpmn:Task,2,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.3069058358669281
21,Send Email Notification,bpmn:Task,3,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.2998872399330139
21,Send Email Notification,bpmn:Task,4,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.29945653676986694
21,Send Email Notification,bpmn:Task,5,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.2682778239250183
22,Fire John,bpmn:Task,1,io.camunda.connectors.KAFKA.v1,Kafka Outbound Connector,0.14592649042606354
22,Fire John,bpmn:Task,2,io.camunda.connectors.GitLab.v1,GitLab Outbound Connector,0.11911303550004959
22,Fire John,bpmn:Task,3,io.camunda.connectors.AWSLAMBDA.v2,AWS Lambda Outbound Connector,0.08586548268795013
22,Fire John,bpmn:Task,4,io.camunda.connectors.AWSEventBridge.v1,Amazon EventBridge Outbound Connector,0.08454005420207977
22,Fire John,bpmn:Task,5,io.camunda.connectors.RabbitMQ.v1,RabbitMQ Outbound Connector,0.07335834205150604
23,SEND EMAIL,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.532650351524353
23,SEND EMAIL,bpmn:Task,2,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.3218466639518738
23,SEND EMAIL,bpmn:Task,3,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.31605690717697144
23,SEND EMAIL,bpmn:Task,4,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.3089043200016022
23,SEND EMAIL,bpmn:Task,5,io.camunda.connectors.AWSSNS.v1,Amazon SNS Outbound connector,0.2916746735572815
24,Call external API to get data,bpmn:Task,1,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.5085898637771606
24,Call external API to get data,bpmn:Task,2,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.4268515110015869
24,Call external API to get data,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.4127542972564697
24,Call external API to get data,bpmn:Task,4,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.2970816493034363
24,Call external API to get data,bpmn:Task,5,io.camunda.connectors.HuggingFace.v1,Hugging Face Outbound Connector,0.22407211363315582
25,Call Google Maps API,bpmn:Task,1,io.camunda.connectors.GoogleMapsPlatform.v1,Google Maps Platform Outbound Connector,0.4439665973186493
25,Call Google Maps API,bpmn:Task,2,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.3022696375846863
25,Call Google Maps API,bpmn:Task,3,io.camunda.connectors.GoogleDrive.v1,Google Drive Outbound Connector,0.20370857417583466
25,Call Google Maps API,bpmn:Task,4,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.19736942648887634
25,Call Google Maps API,bpmn:Task,5,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.14572487771511078
26,Call some API,bpmn:Task,1,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.5593205094337463
26,Call some API,bpmn:Task,2,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.38580751419067383
26,Call some API,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.31040817499160767
26,Call some API,bpmn:Task,4,io.camunda.connectors.HuggingFace.v1,Hugging Face Outbound Connector,0.29334986209869385
26,Call some API,bpmn:Task,5,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.2595354914665222
27,Process payment,bpmn:Task,1,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.30818596482276917
27,Process payment,bpmn:Task,2,io.camunda.connectors.Jdbc.v1,SQL Database Connector,0.30794695019721985
27,Process payment,bpmn:Task,3,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.274135559797287
27,Process payment,bpmn:Task,4,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.21833661198616028
27,Process payment,bpmn:Task,5,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,0.2164098620414734
28,User registration,bpmn:StartEvent,1,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.07099755853414536
28,User registration,bpmn:StartEvent,2,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.05614694207906723
28,User registration,bpmn:StartEvent,3,io.camunda.connectors.inbound.AWSSNS.MessageStartEvent.v1,SNS HTTPS Message Start Event Connector Subscription,0.038656264543533325
28,User registration,bpmn:StartEvent,4,io.camunda.connectors.inbound.KAFKA.v1,Kafka Start Event Connector,0.02475869655609131
28,User registration,bpmn:StartEvent,5,io.camunda.connectors.inbound.KafkaMessageStart.v1,Kafka Message Start Event Connector,0.014187367632985115
29,Timer-based reminder,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.23288647830486298
29,Timer-based reminder,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.14039771258831024
29,Timer-based reminder,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.13524693250656128
29,Timer-based reminder,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.1080128625035286
29,Timer-based reminder,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.10557664930820465
30,Log system event,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.34840622544288635
30,Log system event,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.3217207193374634
30,Log system event,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.30845722556114197
30,Log system event,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.2730579078197479
30,Log system event,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,0.2569250166416168
31,Compensate transaction,bpmn:BoundaryEvent,1,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.08157174289226532
31,Compensate transaction,bpmn:BoundaryEvent,2,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.07298440486192703
31,Compensate transaction,bpmn:BoundaryEvent,3,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.06450193375349045
31,Compensate transaction,bpmn:BoundaryEvent,4,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.05360139533877373
31,Compensate transaction,bpmn:BoundaryEvent,5,io.camunda.connectors.AWSEventBridge.boundary.v1,Amazon EventBridge Boundary Event Connector,0.049363765865564346
32,Send email with attachment,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.4428553879261017
32,Send email with attachment,bpmn:Task,2,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.3286900520324707
32,Send email with attachment,bpmn:Task,3,io.camunda.connectors.AWSSNS.v1,Amazon SNS Outbound connector,0.27231788635253906
32,Send email with attachment,bpmn:Task,4,io.camunda.connectors.WhatsApp.v1,WhatsApp Business Outbound Connector,0.2703039050102234
32,Send email with attachment,bpmn:Task,5,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.26895350217819214
33,Wait for customer approval,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.3331097960472107
33,Wait for customer approval,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.2444916069507599
33,Wait for customer approval,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.2078603059053421
33,Wait for customer approval,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.19136938452720642
33,Wait for customer approval,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.19039657711982727
34,Error handling mechanism,bpmn:BoundaryEvent,1,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,0.20417585968971252
34,Error handling mechanism,bpmn:BoundaryEvent,2,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.1308528035879135
34,Error handling mechanism,bpmn:BoundaryEvent,3,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.12620629370212555
34,Error handling mechanism,bpmn:BoundaryEvent,4,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.12162182480096817
34,Error handling mechanism,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.06232047826051712
35,Compensate failed transaction,bpmn:BoundaryEvent,1,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.13162671029567719
35,Compensate failed transaction,bpmn:BoundaryEvent,2,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.11087363958358765
35,Compensate failed transaction,bpmn:BoundaryEvent,3,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.0857839360833168
35,Compensate failed transaction,bpmn:BoundaryEvent,4,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.08265465497970581
35,Compensate failed transaction,bpmn:BoundaryEvent,5,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,0.06869910657405853
36,Log important event,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.3246845006942749
36,Log important event,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.3122446537017822
36,Log important event,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.29731348156929016
36,Log important event,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.26485881209373474
36,Log important event,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.26262152194976807
37,Start process on system boot,bpmn:StartEvent,1,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.21573132276535034
37,Start process on system boot,bpmn:StartEvent,2,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.20896276831626892
37,Start process on system boot,bpmn:StartEvent,3,io.camunda.connectors.TwilioWebhook.v1,Twilio Start Event Connector,0.19456930458545685
37,Start process on system boot,bpmn:StartEvent,4,io.camunda.connectors.TwilioWebhookMessageStart.v1,Twilio Message Start Event Connector,0.19223564863204956
37,Start process on system boot,bpmn:StartEvent,5,io.camunda.connectors.inbound.KAFKA.v1,Kafka Start Event Connector,0.1882120966911316
38,User logs in successfully,bpmn:StartEvent,1,io.camunda.connectors.inbound.KAFKA.v1,Kafka Start Event Connector,0.14986838400363922
38,User logs in successfully,bpmn:StartEvent,2,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.14464610815048218
38,User logs in successfully,bpmn:StartEvent,3,io.camunda.connectors.inbound.KafkaMessageStart.v1,Kafka Message Start Event Connector,0.1369304358959198
38,User logs in successfully,bpmn:StartEvent,4,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.13398751616477966
38,User logs in successfully,bpmn:StartEvent,5,io.camunda.connectors.inbound.RabbitMQ.StartEvent.v1,RabbitMQ Start Event Connector,0.13232846558094025
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.2962646484375
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.21017533540725708
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.2059418261051178
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.19532720744609833
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.18664178252220154
40,Escalate to manager,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.14821921288967133
