Test Case ID,Input Name,Input Type,Suggestion Rank,Suggestion ID,Suggestion Name,Similarity Score
4,Call REST API,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.474442720413208
4,Call REST API,bpmn:Task,4,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.42708075046539307
4,Call REST API,bpmn:Task,5,io.camunda.connectors.AWSLAMBDA.v2,AWS Lambda Outbound Connector,0.41143035888671875
5,Get distance from Google Maps,bpmn:Task,1,io.camunda.connectors.GoogleMapsPlatform.v1,Google Maps Platform Outbound Connector,0.5353685021400452
5,Get distance from Google Maps,bpmn:Task,2,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,0.34131526947021484
5,Get distance from Google Maps,bpmn:Task,3,io.camunda.connectors.GoogleDrive.v1,Google Drive Outbound Connector,0.3014565706253052
5,Get distance from Google Maps,bpmn:Task,4,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.2987685203552246
5,Get distance from Google Maps,bpmn:Task,5,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,0.2865719795227051
6,Send message on Slack,bpmn:Task,1,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.7338482737541199
6,Send message on Slack,bpmn:Task,2,io.camunda.connectors.RabbitMQ.v1,RabbitMQ Outbound Connector,0.5740988850593567
6,Send message on Slack,bpmn:Task,3,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.5098016262054443
6,Send message on Slack,bpmn:Task,4,io.camunda.connectors.AWSSQS.v1,Amazon SQS Outbound Connector,0.5090879201889038
6,Send message on Slack,bpmn:Task,5,io.camunda.connectors.WhatsApp.v1,WhatsApp Business Outbound Connector,0.5043389201164246
7,Receive order,bpmn:StartEvent,1,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.4327721893787384
7,Receive order,bpmn:StartEvent,2,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.4128342866897583
7,Receive order,bpmn:StartEvent,3,io.camunda.connectors.AWSEventBridge.MessageStart.v1,Amazon EventBridge Message Start Event Connector,0.3933475613594055
7,Receive order,bpmn:StartEvent,4,io.camunda.connectors.inbound.AWSSNS.MessageStartEvent.v1,SNS HTTPS Message Start Event Connector Subscription,0.382180392742157
7,Receive order,bpmn:StartEvent,5,io.camunda.connectors.inbound.RabbitMQ.MessageStart.v1,RabbitMQ Message Start Event Connector,0.3796226978302002
8,Wait for approval,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.39577537775039673
8,Wait for approval,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.3226417303085327
8,Wait for approval,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.3056662678718567
8,Wait for approval,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.30365124344825745
8,Wait for approval,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,0.2991527318954468
9,GitHub issue,bpmn:BoundaryEvent,1,io.camunda.connectors.webhook.GithubWebhookConnectorBoundary.v1,GitHub Webhook Boundary Event Connector,0.5477398633956909
9,GitHub issue,bpmn:BoundaryEvent,2,io.camunda.connectors.inbound.Slack.BoundaryEvent.v1,Slack Webhook Boundary Event Connector,0.2684527337551117
9,GitHub issue,bpmn:BoundaryEvent,3,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.22071051597595215
9,GitHub issue,bpmn:BoundaryEvent,4,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.2194419652223587
9,GitHub issue,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.20743246376514435
10,Create Slack channel,bpmn:Task,1,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.7483879923820496
10,Create Slack channel,bpmn:Task,2,io.camunda.connectors.RabbitMQ.v1,RabbitMQ Outbound Connector,0.464194655418396
10,Create Slack channel,bpmn:Task,3,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.4159455895423889
10,Create Slack channel,bpmn:Task,4,io.camunda.connectors.WhatsApp.v1,WhatsApp Business Outbound Connector,0.40201234817504883
10,Create Slack channel,bpmn:Task,5,io.camunda.connectors.GitHub.v1,GitHub Outbound Connector,0.39947420358657837
11,Email sender,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.5077352523803711
11,Email sender,bpmn:Task,2,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.4030872583389282
11,Email sender,bpmn:Task,3,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.40002119541168213
11,Email sender,bpmn:Task,4,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,0.3959598243236542
11,Email sender,bpmn:Task,5,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.36821603775024414
12,Order received,bpmn:StartEvent,1,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.4060399830341339
12,Order received,bpmn:StartEvent,2,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.39680516719818115
12,Order received,bpmn:StartEvent,3,io.camunda.connectors.inbound.RabbitMQ.MessageStart.v1,RabbitMQ Message Start Event Connector,0.3641442060470581
12,Order received,bpmn:StartEvent,4,io.camunda.connectors.inbound.AWSSNS.MessageStartEvent.v1,SNS HTTPS Message Start Event Connector Subscription,0.3538869619369507
12,Order received,bpmn:StartEvent,5,io.camunda.connectors.AWSEventBridge.MessageStart.v1,Amazon EventBridge Message Start Event Connector,0.3483712375164032
13,Approval wait,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.3962556719779968
13,Approval wait,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.3216707706451416
13,Approval wait,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,0.29145389795303345
13,Approval wait,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.28182223439216614
13,Approval wait,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.2787559926509857
14,Notification sender,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.4389360845088959
14,Notification sender,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.3948357105255127
14,Notification sender,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.3824406862258911
14,Notification sender,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.3801603615283966
14,Notification sender,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.3556925654411316
15,Send email to customer,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.5404134392738342
15,Send email to customer,bpmn:Task,2,io.camunda.connectors.AWSSQS.v1,Amazon SQS Outbound Connector,0.4459289312362671
15,Send email to customer,bpmn:Task,3,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.4435942471027374
15,Send email to customer,bpmn:Task,4,io.camunda.connectors.AWSSNS.v1,Amazon SNS Outbound connector,0.42805108428001404
15,Send email to customer,bpmn:Task,5,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.4271038770675659
16,Make API request,bpmn:Task,1,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.6121540665626526
16,Make API request,bpmn:Task,2,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.5595124959945679
16,Make API request,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.4991230368614197
16,Make API request,bpmn:Task,4,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.4207152724266052
16,Make API request,bpmn:Task,5,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.41809597611427307
17,Email,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.29721665382385254
17,Email,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.25563517212867737
17,Email,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.25271469354629517
17,Email,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.24283862113952637
17,Email,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.23281490802764893
18,Receive Email,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.4352796971797943
18,Receive Email,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.4164913594722748
18,Receive Email,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.4135434031486511
18,Receive Email,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.38280993700027466
18,Receive Email,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,0.38166987895965576
19,Approval,bpmn:Task,1,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.36950260400772095
19,Approval,bpmn:Task,2,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,0.34989339113235474
19,Approval,bpmn:Task,3,io.camunda.connectors.AWSSQS.v1,Amazon SQS Outbound Connector,0.3345377445220947
19,Approval,bpmn:Task,4,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,0.3264550268650055
19,Approval,bpmn:Task,5,io.camunda.connectors.KAFKA.v1,Kafka Outbound Connector,0.3129385709762573
20,Approval,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.3016926348209381
20,Approval,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.2668655514717102
20,Approval,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.234971821308136
20,Approval,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,0.23304596543312073
20,Approval,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.2323189079761505
21,Send Email Notification,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.5942775011062622
21,Send Email Notification,bpmn:Task,2,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.4917500615119934
21,Send Email Notification,bpmn:Task,3,io.camunda.connectors.AWSSQS.v1,Amazon SQS Outbound Connector,0.4829312562942505
21,Send Email Notification,bpmn:Task,4,io.camunda.connectors.AWSSNS.v1,Amazon SNS Outbound connector,0.4701760411262512
21,Send Email Notification,bpmn:Task,5,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.4539983868598938
22,Fire John,bpmn:Task,1,io.camunda.connectors.Slack.v1,Slack Outbound Connector,0.3201301097869873
22,Fire John,bpmn:Task,2,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.28826743364334106
22,Fire John,bpmn:Task,3,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.27162760496139526
22,Fire John,bpmn:Task,4,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.2681942582130432
22,Fire John,bpmn:Task,5,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,0.26360124349594116
23,SEND EMAIL,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.617240846157074
23,SEND EMAIL,bpmn:Task,2,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.49730828404426575
23,SEND EMAIL,bpmn:Task,3,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.4485277831554413
23,SEND EMAIL,bpmn:Task,4,io.camunda.connectors.AWSSQS.v1,Amazon SQS Outbound Connector,0.4445931017398834
23,SEND EMAIL,bpmn:Task,5,io.camunda.connectors.WhatsApp.v1,WhatsApp Business Outbound Connector,0.434861958026886
24,Call external API to get data,bpmn:Task,1,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.6422710418701172
24,Call external API to get data,bpmn:Task,2,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.6292446255683899
24,Call external API to get data,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.5950732231140137
24,Call external API to get data,bpmn:Task,4,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.5066078901290894
24,Call external API to get data,bpmn:Task,5,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.4664425253868103
25,Call Google Maps API,bpmn:Task,1,io.camunda.connectors.GoogleMapsPlatform.v1,Google Maps Platform Outbound Connector,0.4975009560585022
25,Call Google Maps API,bpmn:Task,2,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.48598748445510864
25,Call Google Maps API,bpmn:Task,3,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.47507697343826294
25,Call Google Maps API,bpmn:Task,4,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.41267797350883484
25,Call Google Maps API,bpmn:Task,5,io.camunda.connectors.AWSLAMBDA.v2,AWS Lambda Outbound Connector,0.40169262886047363
26,Call some API,bpmn:Task,1,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.6126003265380859
26,Call some API,bpmn:Task,2,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.6066854596138
26,Call some API,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.5031915903091431
26,Call some API,bpmn:Task,4,io.camunda.connectors.AWSLAMBDA.v2,AWS Lambda Outbound Connector,0.4603714942932129
26,Call some API,bpmn:Task,5,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.45467159152030945
27,Process payment,bpmn:Task,1,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.39762550592422485
27,Process payment,bpmn:Task,2,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.33728569746017456
27,Process payment,bpmn:Task,3,io.camunda.connectors.AzureOpenAI.outbound.v1,Azure OpenAI Connector,0.3361597955226898
27,Process payment,bpmn:Task,4,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.3203372657299042
27,Process payment,bpmn:Task,5,io.camunda.connectors.Jdbc.v1,SQL Database Connector,0.3018324673175812
28,User registration,bpmn:StartEvent,1,io.camunda.connectors.inbound.RabbitMQ.MessageStart.v1,RabbitMQ Message Start Event Connector,0.2553573250770569
28,User registration,bpmn:StartEvent,2,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.25472983717918396
28,User registration,bpmn:StartEvent,3,io.camunda.connectors.inbound.RabbitMQ.StartEvent.v1,RabbitMQ Start Event Connector,0.2501620054244995
28,User registration,bpmn:StartEvent,4,io.camunda.connectors.webhook.WebhookConnectorStartMessage.v1,Webhook Message Start Event Connector,0.2491978108882904
28,User registration,bpmn:StartEvent,5,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.24719476699829102
29,Timer-based reminder,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.3098393678665161
29,Timer-based reminder,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.2801808714866638
29,Timer-based reminder,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.2583617568016052
29,Timer-based reminder,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.24411462247371674
29,Timer-based reminder,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.2414102852344513
30,Log system event,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.38605499267578125
30,Log system event,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.3842337727546692
30,Log system event,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.36993494629859924
30,Log system event,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,0.3678283989429474
30,Log system event,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.3554941415786743
31,Compensate transaction,bpmn:BoundaryEvent,1,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.31111952662467957
31,Compensate transaction,bpmn:BoundaryEvent,2,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.30166324973106384
31,Compensate transaction,bpmn:BoundaryEvent,3,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.28780820965766907
31,Compensate transaction,bpmn:BoundaryEvent,4,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,0.28245794773101807
31,Compensate transaction,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.2665276825428009
32,Send email with attachment,bpmn:Task,1,io.camunda.connectors.SendGrid.v2,SendGrid Outbound Connector,0.5608822107315063
32,Send email with attachment,bpmn:Task,2,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.4283294677734375
32,Send email with attachment,bpmn:Task,3,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.3904428482055664
32,Send email with attachment,bpmn:Task,4,io.camunda.connectors.GoogleDrive.v1,Google Drive Outbound Connector,0.362640917301178
32,Send email with attachment,bpmn:Task,5,io.camunda.connectors.Twilio.v1,Twilio Outbound Connector,0.35480862855911255
33,Wait for customer approval,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.38343173265457153
33,Wait for customer approval,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.31932246685028076
33,Wait for customer approval,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.3016860783100128
33,Wait for customer approval,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.2997937500476837
33,Wait for customer approval,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.2855038046836853
34,Error handling mechanism,bpmn:BoundaryEvent,1,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,0.3399356007575989
34,Error handling mechanism,bpmn:BoundaryEvent,2,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.3353523313999176
34,Error handling mechanism,bpmn:BoundaryEvent,3,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.33194607496261597
34,Error handling mechanism,bpmn:BoundaryEvent,4,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.32392939925193787
34,Error handling mechanism,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.3112605810165405
35,Compensate failed transaction,bpmn:BoundaryEvent,1,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.2969348430633545
35,Compensate failed transaction,bpmn:BoundaryEvent,2,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.2846190631389618
35,Compensate failed transaction,bpmn:BoundaryEvent,3,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.2731054425239563
35,Compensate failed transaction,bpmn:BoundaryEvent,4,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,0.2622634172439575
35,Compensate failed transaction,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.2604234218597412
36,Log important event,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.34125369787216187
36,Log important event,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.329281210899353
36,Log important event,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.3275563716888428
36,Log important event,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.32584184408187866
36,Log important event,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.3198736906051636
37,Start process on system boot,bpmn:StartEvent,1,io.camunda.connectors.inbound.KafkaMessageStart.v1,Kafka Message Start Event Connector,0.3940008878707886
37,Start process on system boot,bpmn:StartEvent,2,io.camunda.connectors.TwilioWebhook.v1,Twilio Start Event Connector,0.3841473460197449
37,Start process on system boot,bpmn:StartEvent,3,io.camunda.connectors.inbound.KAFKA.v1,Kafka Start Event Connector,0.37909960746765137
37,Start process on system boot,bpmn:StartEvent,4,io.camunda.connectors.TwilioWebhookMessageStart.v1,Twilio Message Start Event Connector,0.37865766882896423
37,Start process on system boot,bpmn:StartEvent,5,io.camunda.connectors.webhook.WebhookConnector.v1,Webhook Start Event Connector,0.3731493353843689
38,User logs in successfully,bpmn:StartEvent,1,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.27005138993263245
38,User logs in successfully,bpmn:StartEvent,2,io.camunda.connectors.webhook.WebhookConnectorStartMessage.v1,Webhook Message Start Event Connector,0.2540048658847809
38,User logs in successfully,bpmn:StartEvent,3,io.camunda.connectors.TwilioWebhook.v1,Twilio Start Event Connector,0.24749799072742462
38,User logs in successfully,bpmn:StartEvent,4,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.24593797326087952
38,User logs in successfully,bpmn:StartEvent,5,io.camunda.connectors.webhook.WebhookConnector.v1,Webhook Start Event Connector,0.24363696575164795
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.33025574684143066
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.2781282961368561
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.27362772822380066
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.2631267309188843
